LHX1	3.63212889511e-08	3.09996093062	LIMK1	5.8781273235e-07	0.14362516241
UHRF1	1.28971144888e-10	0.508928501882	DNMT1	8.14699835771e-14	0.145237559986
UHRF1	1.28971144888e-10	0.508928501882	TP53	7.8640708005e-08	0.125524814989
DTL	9.69794867001e-07	0.499867146395	CDC6	7.59931228001e-11	0.555626659369
DTL	9.69794867001e-07	0.499867146395	CDT1	1.740059133e-17	0.392529034898
DTL	9.69794867001e-07	0.499867146395	CHEK1	5.0854251715e-13	0.28484882732
DTL	9.69794867001e-07	0.499867146395	PCNA	2.98694008368e-14	0.124727356495
DTL	9.69794867001e-07	0.499867146395	TDG	7.01740732755e-11	0.0890334574232
DTL	9.69794867001e-07	0.499867146395	TP53	7.8640708005e-08	0.125524814989
TANK	1.37587359659e-05	0.0427893796909	IKBKE	1.53749603053e-07	0.369490210745
TANK	1.37587359659e-05	0.0427893796909	MLST8	9.84371145325e-08	0.0614339806469
TANK	1.37587359659e-05	0.0427893796909	TRAF3	1.65183110404e-05	0.0593585543032
PAXIP1	1.67643673723e-05	0.0499076800288	PCNA	2.98694008368e-14	0.124727356495
TRIM59	1.74371511633e-05	0.142519258725	TP53	7.8640708005e-08	0.125524814989
BFAR	1.73384481091e-06	0.0261506812606	TGFA	1.50770653417e-17	0.418556780492
BFAR	1.73384481091e-06	0.0261506812606	TMBIM6	1.32354840584e-09	0.0528975256046
TOM1	1.37199249517e-05	0.0539370988764	CDC6	7.59931228001e-11	0.555626659369
TRIP12	1.2599877417e-05	0.0237855221782	CDKN2A	3.0622318778e-12	0.714648101123
TRIP12	1.2599877417e-05	0.0237855221782	SOX6	8.67440441992e-09	0.298578407719
TRIM11	1.70254366726e-09	0.168661779225	AXIN1	8.07853828855e-07	0.0807815598416
TRIM11	1.70254366726e-09	0.168661779225	CCDC88C	1.18165742127e-10	0.246306740824
TRIM11	1.70254366726e-09	0.168661779225	DUSP6	1.47977236466e-05	0.0687758145843
TRIM11	1.70254366726e-09	0.168661779225	HTT	4.02571311109e-07	0.0416501898224
TRIM11	1.70254366726e-09	0.168661779225	MED15	1.86770327512e-05	0.0555755777193
CDH1	8.55850850043e-06	0.400037869257	AURKA	3.12119614674e-16	0.418682082156
BARD1	2.60039402473e-06	0.0811478954476	BRCA1	4.31780461359e-18	0.154239590608
BARD1	2.60039402473e-06	0.0811478954476	POLR2A	2.00083234198e-06	0.0669682509063
BARD1	2.60039402473e-06	0.0811478954476	POLR2H	7.75598362927e-17	0.0817403031723
RFFL	2.22108437337e-11	0.0718547314034	CASP8	1.08152169455e-08	0.137648331456
RFFL	2.22108437337e-11	0.0718547314034	PRR5L	1.77553043547e-12	0.186444883731
RFFL	2.22108437337e-11	0.0718547314034	RFFL	2.22108437337e-11	0.0718547314034
RFFL	2.22108437337e-11	0.0718547314034	SFN	2.24215624735e-07	0.609745316553
RFFL	2.22108437337e-11	0.0718547314034	TP53	7.8640708005e-08	0.125524814989
CCAR1	5.06981035058e-08	0.0471238525796	TP53	7.8640708005e-08	0.125524814989
F12	4.54979824921e-07	0.881846013513	HIF1A	2.00002478831e-05	0.116286811883
TRIM2	5.16795699146e-09	0.12109991868	BCL2L11	1.04586140393e-08	0.121740648284
SKP2	1.80318239673e-06	0.0861726576125	ACE2	8.94427149862e-07	0.305913793958
SKP2	1.80318239673e-06	0.0861726576125	AKT1	2.58662093713e-13	0.0724051048607
SKP2	1.80318239673e-06	0.0861726576125	BORA	9.08252049475e-12	0.280312811485
SKP2	1.80318239673e-06	0.0861726576125	BRCA1	4.31780461359e-18	0.154239590608
SKP2	1.80318239673e-06	0.0861726576125	BRCA2	1.27142871299e-11	0.260371016056
SKP2	1.80318239673e-06	0.0861726576125	CARM1	2.08939928755e-11	0.123884643836
SKP2	1.80318239673e-06	0.0861726576125	CCNA2	1.463217882e-13	0.324615853681
SKP2	1.80318239673e-06	0.0861726576125	CCND1	9.97025875017e-06	0.122204776738
SKP2	1.80318239673e-06	0.0861726576125	CCNE1	1.17265373139e-10	0.577760464418
SKP2	1.80318239673e-06	0.0861726576125	CDH1	8.55850850043e-06	0.400037869257
SKP2	1.80318239673e-06	0.0861726576125	CDT1	1.740059133e-17	0.392529034898
SKP2	1.80318239673e-06	0.0861726576125	E2F1	5.02894395239e-12	0.447718074013
SKP2	1.80318239673e-06	0.0861726576125	JAK3	1.04070081929e-06	0.115366398227
SKP2	1.80318239673e-06	0.0861726576125	MYBL2	8.16391259629e-08	0.828473251273
SKP2	1.80318239673e-06	0.0861726576125	NFKBIE	5.0634353165e-08	0.204996337816
SKP2	1.80318239673e-06	0.0861726576125	NUDT1	1.16946290947e-06	0.0783295692905
SKP2	1.80318239673e-06	0.0861726576125	ORC1	5.32283665102e-09	0.537201783707
SKP2	1.80318239673e-06	0.0861726576125	RB1	1.49581743861e-09	0.0619288264442
SKP2	1.80318239673e-06	0.0861726576125	SKP2	1.80318239673e-06	0.0861726576125
SKP2	1.80318239673e-06	0.0861726576125	TCF3	1.91528257853e-18	0.172926709842
SKP2	1.80318239673e-06	0.0861726576125	TP53	7.8640708005e-08	0.125524814989
SKP2	1.80318239673e-06	0.0861726576125	USP18	7.93616273185e-11	0.270150475518
FBXW5	1.03776620531e-09	0.0720376959786	SASS6	1.17160022508e-07	0.139166989183
FBXW5	1.03776620531e-09	0.0720376959786	TSC2	2.82145569876e-10	0.0594917650965
